paper_id,title,year,venue,source,query,doi,url,authors,abstract,topic,score_abstraction,score_physical,score_planning,score_world_model,hidden_assumptions,fixed_variables,failure_modes
doi:10.1017/cbo9780511805615.019,Development Planning and Policy Making: The State and the Market,2005,Economic Development,crossref,latent state robot policy planning,10.1017/cbo9780511805615.019,https://doi.org/10.1017/cbo9780511805615.019,,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/tro.2004.829498,Abstraction and Control for Groups of Robots,2004,IEEE Transactions on Robotics,crossref,robot abstraction learning,10.1109/tro.2004.829498,https://doi.org/10.1109/tro.2004.829498,C. Belta; V. Kumar,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1109/tro.2004.829480,Improving Efficiency in Mobile Robot Task Planning Through World Abstraction,2004,IEEE Transactions on Robotics,crossref,robot abstraction learning,10.1109/tro.2004.829480,https://doi.org/10.1109/tro.2004.829480,C. Galindo; J.-A. Fernandez-Madrigal; J. Gonzalez,,abstraction,2,0,2,0,control actionability,variables discarded by abstraction,long-horizon compounding error
doi:10.1057/9780230597037_3,Language Planning in State Nations and Nation States,2004,Language Policy and Language Planning,crossref,latent state robot policy planning,10.1057/9780230597037_3,https://doi.org/10.1057/9780230597037_3,Sue Wright,,abstraction,2,0,2,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/cs-m.2004.25151,"State-of-the-art reference for Systems, Control, Information, Decision, Cybernetics, and Robotics",2004,IEEE Control Systems Magazine,crossref,state abstraction robotics control,10.1109/cs-m.2004.25151,https://doi.org/10.1109/cs-m.2004.25151,,,planning,1,1,2,0,not explicit,not explicit,not explicit
doi:10.1109/cs-m.2004.25035,"State-of-the-art reference for sytems, control, information, decision, cybernetics, and robotics",2004,IEEE Control Systems Magazine,crossref,state abstraction robotics control,10.1109/cs-m.2004.25035,https://doi.org/10.1109/cs-m.2004.25035,,,planning,1,1,2,0,not explicit,not explicit,not explicit
doi:10.1016/s1474-6670(17)37938-7,On Motion Planning for Robotic Manipulation with Rolling Contacts,2000,IFAC Proceedings Volumes,crossref,robotic manipulation planning latent dynamics,10.1016/s1474-6670(17)37938-7,https://doi.org/10.1016/s1474-6670(17)37938-7,Blint Kiss; Jean Lvine; Bla Lantos,,physical,0,2,2,0,contact geometry; control actionability,not explicit,contact discontinuities; long-horizon compounding error
doi:10.1163/156855399x01017,Trajectory planning in a dynamic workspace: a 'state-time space' approach,1999,Advanced Robotics,crossref,latent state robot policy planning,10.1163/156855399x01017,https://doi.org/10.1163/156855399x01017,Thierry Fraichard,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1201/9781439864524-8,Const rained Motion Planning: Applications in Mobile Robotics and in Maintenance Operations Nonlinear control system,1997,Algorithms for Robotic Motion and Manipulation,crossref,robotic manipulation planning latent dynamics,10.1201/9781439864524-8,https://doi.org/10.1201/9781439864524-8,,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1023/a:1007939707498,"Manipulation Robots - Dynamics, Control and Optimization, Felix L. Chernousko, Nikolai N. Bolotnik and Valery Gradetsky",1997,Journal of Intelligent and Robotic Systems,crossref,robotic manipulation planning latent dynamics,10.1023/a:1007939707498,https://doi.org/10.1023/a:1007939707498,Miomir Vukobratovi,,physical,0,2,1,1,contact geometry; dynamics fidelity,not explicit,contact discontinuities
doi:10.1016/0967-0661(94)90644-0,062 Preference planning: A reactive approach to robot task planning,1994,Control Engineering Practice,crossref,offline robot learning planning control,10.1016/0967-0661(94)90644-0,https://doi.org/10.1016/0967-0661(94)90644-0,,,planning,0,0,4,0,control actionability,not explicit,long-horizon compounding error
doi:10.1016/0967-0661(94)90496-0,144 Intelligent motion planning and control for robot arms,1994,Control Engineering Practice,crossref,offline robot learning planning control,10.1016/0967-0661(94)90496-0,https://doi.org/10.1016/0967-0661(94)90496-0,,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/ccece.1994.405870,Robot action planning using state matrix representation,1994,Proceedings of Canadian Conference on Electrical and Computer Engineering CCECE-94,crossref,latent state robot policy planning,10.1109/ccece.1994.405870,https://doi.org/10.1109/ccece.1994.405870,Noorhosseini; Malowany,,abstraction,2,0,2,0,state variables; control actionability,not explicit,aliasing / observability limits; long-horizon compounding error
doi:10.1016/0264-8377(94)90014-0,The new frontier for land policy Planning and growth management in the state,1994,Land Use Policy,crossref,latent state robot policy planning,10.1016/0264-8377(94)90014-0,https://doi.org/10.1016/0264-8377(94)90014-0,Roger Caves,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1016/0921-8890(92)90034-v,Reformulating path-planning problems by task-preserving abstraction,1992,Robotics and Autonomous Systems,crossref,state abstraction robotics control,10.1016/0921-8890(92)90034-v,https://doi.org/10.1016/0921-8890(92)90034-v,D.Paul Benjamin,,abstraction,2,0,2,0,control actionability,variables discarded by abstraction,long-horizon compounding error
doi:10.1093/oso/9780198273561.003.0005,Latent Neutrality,1991,Danish Neutrality,crossref,latent state robot policy planning,10.1093/oso/9780198273561.003.0005,https://doi.org/10.1093/oso/9780198273561.003.0005,Carsten Holbraad,"Abstract The four decades that have elapsed since the signing of the North Atlantic treaty have been for Denmark a period of sustained engagement in international politics. As a member of the North Atlantic Treaty Organization, it has had a minor role in the mounting of a collective defence of the Western nations and in maintaining a balance of power in the central relationship, and has participated also in the joint formulation of alliance policy. Since 1973 Denmark has been part of the European Economic Community as well, in the social, economic, and political endeavours of which it has been increasingly active. In the United Nations and elsewhere, it has engaged in the efforts to reduce the economic inequalities among nations and limit the conflict between the industrially developed and the developing parts of the world. Finally, in the Nordic Council and through other channels it has continued its long-standing endeavours to expand Scandinavian co-operation of various sorts.",abstraction,2,0,1,1,state variables; control actionability,variables discarded by abstraction,aliasing / observability limits
doi:10.1016/s1474-6670(17)51736-x,Autonomous Motion Planning and Learning Control of a Biped Locomotive Robot,1990,IFAC Proceedings Volumes,crossref,offline robot learning planning control,10.1016/s1474-6670(17)51736-x,https://doi.org/10.1016/s1474-6670(17)51736-x,S. Kitamura; Y. Kurematsu,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1016/b978-0-08-035742-3.50081-2,CAD-BASED ROBOT PLANNING AND CONTROL,1989,Robot Control 1988 (Syroco '88),crossref,robot world model planning control manipulation,10.1016/b978-0-08-035742-3.50081-2,https://doi.org/10.1016/b978-0-08-035742-3.50081-2,E. Trostmann; B. Palstrm,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1007/978-1-4757-1895-9_28,Automatic Planning and Control of Robot Natural Motion Via Feedback,1986,Adaptive and Learning Systems,crossref,offline robot learning planning control,10.1007/978-1-4757-1895-9_28,https://doi.org/10.1007/978-1-4757-1895-9_28,Daniel E. Koditschek,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1002/rob.4620030309,Dynamics of manipulation mechanisms with constrained gripper motion. Part I,1986,Journal of Robotic Systems,crossref,robotic manipulation planning latent dynamics,10.1002/rob.4620030309,https://doi.org/10.1002/rob.4620030309,Veljko Potkonjak; Miomir Vukobratovi,"Abstract This article deals with the dynamics of closed kinematic chains obtained from open ones by introducing some constraints upon the motion of the last segment. Such problems apear very often in practical manipulator operation (writing task, assembling, etc.). The reduced position vector is defined and the dynamic model formed so as to allow the calculation of both the relative motion with respect to the constraint and the reactions, of the constraint. Impact problems are discussed also. Finally, a surfacetype constraint is considered.",world_model,1,1,0,2,contact geometry; dynamics fidelity,variables discarded by abstraction,contact discontinuities
doi:10.1111/j.1541-0072.1985.tb01611.x,SMALL BUSINESS POLICY AMID STATE LEVEL ECONOMIC DEVELOPMENT PLANNING,1985,Policy Studies Journal,crossref,latent state robot policy planning,10.1111/j.1541-0072.1985.tb01611.x,https://doi.org/10.1111/j.1541-0072.1985.tb01611.x,Gregory A. Daneke,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1007/978-1-349-15867-6_9,Conversion of the Real Abstraction into the Conceptual Abstraction,1978,Intellectual and Manual Labour,crossref,sim-to-real robot control abstraction,10.1007/978-1-349-15867-6_9,https://doi.org/10.1007/978-1-349-15867-6_9,Alfred Sohn-Rethel,,abstraction,4,0,0,0,not explicit,variables discarded by abstraction,not explicit
doi:10.2307/40201601,The State Department Policy Planning Process,1977,International Journal,crossref,latent state robot policy planning,10.2307/40201601,https://doi.org/10.2307/40201601,Jan H. Kalicki,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.15368/theses.2019.72,An Application of Sliding Mode Control to Model-Based Reinforcement Learning,,,crossref,model-based reinforcement learning robot control,10.15368/theses.2019.72,https://doi.org/10.15368/theses.2019.72,Aaron Thomas Parisi,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.37099/mtu.dc.etdr/1677,BENCHMARKING MODEL PREDICTIVE CONTROL AND REINFORCEMENT LEARNING FOR LEGGED ROBOT LOCOMOTION,,,crossref,robot representation learning control,10.37099/mtu.dc.etdr/1677,https://doi.org/10.37099/mtu.dc.etdr/1677,Shivayogi Akki,,physical,0,2,1,1,contact geometry; dynamics fidelity,not explicit,not explicit
doi:10.1109/lra.2025.3592060/mm1,Collision-inclusive Manipulation Planning for Occluded Object Grasping via Compliant Robot Motions_supp1-3592060.mp4,,,crossref,robot world model planning control manipulation,10.1109/lra.2025.3592060/mm1,https://doi.org/10.1109/lra.2025.3592060/mm1,Kejia Ren,,physical,0,2,2,0,contact geometry; control actionability,not explicit,contact discontinuities; long-horizon compounding error
doi:10.1109/tmech.2025.3616641/mm1,Constraint-Aware Adaptation: Bridging Model-Based Control With Reinforcement Learning for Quadruped Versatility_supp1-3616641.mp4,,,crossref,model-based reinforcement learning robot control,10.1109/tmech.2025.3616641/mm1,https://doi.org/10.1109/tmech.2025.3616641/mm1,Jiahu Qin,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.1349/ddlp.3386,Decentralized adaptive control for nonlinear interconnected systems with applications to real-time robot control.,,,crossref,sim-to-real robot control abstraction,10.1349/ddlp.3386,https://doi.org/10.1349/ddlp.3386,Lin Shi,,physical,0,2,2,0,not explicit,not explicit,not explicit
doi:10.1163/ejb9789004244627.b02184,"Department of State, Policy Planning Staff, Memorandum, November 4, 1950, Top Secret.",,Cold War Intelligence,crossref,latent state robot policy planning,10.1163/ejb9789004244627.b02184,https://doi.org/10.1163/ejb9789004244627.b02184,,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.32657/10220/48184,Distributed approaches to motion planning and control in multi-robot systems,,,crossref,offline robot learning planning control,10.32657/10220/48184,https://doi.org/10.32657/10220/48184,Yuan Zhou,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/robot.1989.100032,Dynamics and planning of collisions in robotic manipulation,,"Proceedings, 1989 International Conference on Robotics and Automation",crossref,robotic manipulation planning latent dynamics,10.1109/robot.1989.100032,https://doi.org/10.1109/robot.1989.100032,Y. Wang,,planning,0,1,2,1,contact geometry; control actionability; dynamics fidelity,not explicit,contact discontinuities; long-horizon compounding error
doi:10.1109/robot.1997.620043,Efficient reinforcement learning: model-based Acrobot control,,Proceedings of International Conference on Robotics and Automation,crossref,model-based reinforcement learning robot control,10.1109/robot.1997.620043,https://doi.org/10.1109/robot.1997.620043,G. Boone,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.70675/63cf7e57za3a0z422dz82bcz8bb1276d9918,Exploring state descriptions and soft robot simulations for learning and control,,,crossref,robot representation learning control,10.70675/63cf7e57za3a0z422dz82bcz8bb1276d9918,https://doi.org/10.70675/63cf7e57za3a0z422dz82bcz8bb1276d9918,Etienne Mnager,"Exploration des descriptions d'tat et des simulations de robots souples pour l'apprentissage et le contrle La robotique dformable est un sous-domaine de la robotique o des matriaux souples sont utiliss pour crer des robots capables de s'adapter  leur environnement. Cette adaptabilit permet de nombreuses innovations, que ce soit dans le domaine mdicale ou la manipulation d'objets dlicats, mais prsente galement de nombreux dfis dans les domaines de la modlisation, du contrle et de la conception. La mthode des lments finis (FEM) permet une modlisation et une simulation prcises des robots souples. Elle permet  la fois de les contrler, mais aussi d'valuer leurs conceptions avant de les fabriquer. L'quipe DEFROST du Centre Inria de l'Universit de Lille a dvelopp plusieurs outils pour contrler les robots souples, y compris l'utilisation conjointe de la modlisation inverse FEM et de l'optimisation convexe. Cependant, ces mthodes ont t dveloppes pour un contrle bas niveau sur un horizon temporel court. L'objectif de ce doctorat est d'tendre ce contrle bas niveau au contrle de robots souple sur un horizon de temps relatif  l'excution d'une tche.Dans ce travail, divers outils de simulation et d'apprentissage automatique seront utiliss pour trouver des squences d'actionnement permettant de rsoudre des tches. Bien que ces outils soient puissants, ils ont tous des limites. Par exemple, la commande base sur l'apprentissage est efficace pour rsoudre des tches complexes, mais elle ncessite une quantit importante de donnes pour l'apprentissage. Les modles FEM peuvent simuler un large ventail de comportements, mais le processus de simulation peut tre lent. L'un des problmes communs  ces diffrents outils est la taille des systmes mathmatiques  rsoudre et donc la reprsentation de l'tat du robot souple. Selon la discipline (robotique, apprentissage automatique, simulation), la notion d'tat n'a pas la mme dfinition et n'a pas la mme finalit. Le nombre de paramtres augmentant avec l'horizon temporel de la tche  raliser, un compromis doit tre trouv entre les diffrentes reprsentations afin de formuler efficacement les problmes d'optimisation. Ce travail de recherche se concentre sur l'adaptation de la description de l'tat des robots souples afin d'optimiser leur actionnement sur l'horizon temporel de la tche. Ceci est important car le choix du modle dtermine ce qu'il est rellement possible de faire en termes d'apprentissage, de contrle et mme de conception.",physical,1,2,1,0,contact geometry,not explicit,contact discontinuities
